"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"4333",2020-09-25,"LA",165152,1224,2090913,2256065,706,18531,5444
"4334",2020-09-25,"MA",129481,2164,2032933,3706728,488,64012,9373
"4335",2020-09-25,"MD",122359,NA,1450125,2494019,559,29092,3917
"4336",2020-09-25,"ME",5235,544,401159,406394,20,6428,140
"4337",2020-09-25,"MI",133377,12851,3368935,3502312,1040,39488,7027
"4338",2020-09-25,"MN",94189,NA,1256967,1924020,1177,28718,2046
"4339",2020-09-25,"MO",120298,NA,1152867,1667432,1987,18080,1994
"4340",2020-09-25,"MP",69,NA,14776,14845,0,0,2
"4341",2020-09-25,"MS",96032,7164,630354,726386,722,4627,2894
"4342",2020-09-25,"MT",11564,NA,314552,326116,322,4598,170
"4343",2020-09-25,"NC",204331,4563,2703286,2907617,6142,37426,3409
"4344",2020-09-25,"ND",19843,2,214749,587564,431,5460,222
"4345",2020-09-25,"NE",42731,NA,394573,590209,453,5113,462
"4346",2020-09-25,"NH",8044,NA,239107,417689,0,0,438
"4347",2020-09-25,"NJ",202100,NA,3276611,3478711,548,26907,16093
"4348",2020-09-25,"NM",28487,NA,865002,893489,263,8116,865
"4349",2020-09-25,"NV",77753,NA,603583,997075,556,6903,1573
"4350",2020-09-25,"NY",453755,NA,9869708,10323463,908,94818,25446
"4351",2020-09-25,"OH",148894,8211,2846699,2995593,1150,39878,4734
"4352",2020-09-25,"OK",82520,NA,1058144,1140664,1276,13738,993
"4353",2020-09-25,"OR",32314,1572,630592,1043295,449,10299,542
"4354",2020-09-25,"PA",154203,4793,1816397,1970600,806,13733,8081
"4355",2020-09-25,"PR",21868,NA,305972,327840,712,712,635
"4356",2020-09-25,"RI",24181,NA,305853,727469,-130,10422,1107
"4357",2020-09-25,"SC",143902,3846,1082565,1226467,1195,19361,3297
"4358",2020-09-25,"SD",20554,NA,163393,183947,457,2286,216
"4359",2020-09-25,"TN",189454,6912,2573391,2762845,1910,33457,2352
"4360",2020-09-25,"TX",728552,NA,5184897,5913449,4633,52616,15364
"4361",2020-09-25,"UT",68530,NA,717197,1008006,1411,9893,448
"4362",2020-09-25,"VA",144433,7150,1836216,1973499,941,20534,3136
"4363",2020-09-25,"VI",1296,NA,18676,19972,6,148,19
"4364",2020-09-25,"VT",1734,3,155920,266178,7,4445,58
"4365",2020-09-25,"WA",84238,NA,1699041,1783279,536,39983,2080
"4366",2020-09-25,"WI",117329,6501,1383645,2220895,2629,28444,1284
"4367",2020-09-25,"WV",14953,376,520441,535394,247,6369,330
"4368",2020-09-25,"WY",5420,835,92406,164622,115,1969,50
"4369",2020-09-24,"AK",7194,NA,426004,433198,131,0,45
"4370",2020-09-24,"AL",148206,14773,944747,1078180,1053,7277,2506
"4371",2020-09-24,"AR",79049,2373,840737,917413,1086,10466,1246
"4372",2020-09-24,"AS",0,NA,1571,1571,0,0,0
"4373",2020-09-24,"AZ",215852,4426,1204565,2105548,568,20098,5559
"4374",2020-09-24,"CA",790640,NA,13162217,13952857,3170,73434,15314
"4375",2020-09-24,"CO",67217,4697,795588,1260861,548,15116,2033
"4376",2020-09-24,"CT",56472,2359,1449001,1505473,157,15575,4499
"4377",2020-09-24,"DC",15106,NA,352761,367867,56,4419,621
"4378",2020-09-24,"DE",19947,1031,257969,411966,117,636,630
"4379",2020-09-24,"FL",684847,15391,4486459,7732872,2477,58096,13961
"4380",2020-09-24,"GA",311046,NA,2513770,2824816,1368,21601,6822
"4381",2020-09-24,"GU",2263,0,45424,47687,28,436,38
"4382",2020-09-24,"HI",11848,159,275096,390360,167,5108,122
"4383",2020-09-24,"IA",81071,NA,657509,738580,1148,6727,1302
"4384",2020-09-24,"ID",38743,3380,258700,294063,396,1904,454
"4385",2020-09-24,"IL",283569,2198,5012307,5295876,2257,62071,8774
"4386",2020-09-24,"IN",114236,NA,1217372,2009701,899,26075,3548
"4387",2020-09-24,"KS",55226,NA,437055,492281,0,0,621
"4388",2020-09-24,"KY",64158,7550,1169777,1226385,641,9606,1137
"4389",2020-09-24,"LA",164446,1224,2073088,2237534,577,17525,5423
"4390",2020-09-24,"MA",128993,2130,2017533,3642716,481,85168,9362
"4391",2020-09-24,"MD",121800,NA,1439779,2464927,503,23702,3909
"4392",2020-09-24,"ME",5215,538,394751,399966,44,13931,140
"4393",2020-09-24,"MI",132337,12740,3330487,3462824,1078,37717,7019
"4394",2020-09-24,"MN",93012,NA,1243839,1895302,912,21435,2040
"4395",2020-09-24,"MO",118311,NA,1141220,1649352,1365,15489,1952
"4396",2020-09-24,"MP",69,NA,14776,14845,0,0,2
"4397",2020-09-24,"MS",95310,6907,626449,721759,737,5048,2874
"4398",2020-09-24,"MT",11242,NA,310276,321518,330,4358,165
"4399",2020-09-24,"NC",198189,NA,2672002,2870191,1688,27764,3356
"4400",2020-09-24,"ND",19412,2,213662,582104,467,6625,216
"4401",2020-09-24,"NE",42278,NA,392091,585096,493,4956,462
"4402",2020-09-24,"NH",8044,NA,239107,417689,37,4298,438
"4403",2020-09-24,"NJ",201552,NA,3250252,3451804,564,29057,16087
"4404",2020-09-24,"NM",28224,NA,857149,885373,237,6967,859
"4405",2020-09-24,"NV",77197,NA,598291,990172,390,8362,1564
"4406",2020-09-24,"NY",452847,NA,9775798,10228645,955,92953,25439
"4407",2020-09-24,"OH",147744,8112,2807971,2955715,991,24516,4715
"4408",2020-09-24,"OK",81244,NA,1045682,1126926,1083,12600,981
"4409",2020-09-24,"OR",31865,1549,618633,1032996,362,7391,539
"4410",2020-09-24,"PA",153397,4739,1803470,1956867,853,13911,8079
"4411",2020-09-24,"PR",21156,NA,305972,327128,717,717,627
"4412",2020-09-24,"RI",24311,NA,303272,717047,134,10469,1106
"4413",2020-09-24,"SC",142707,3686,1064399,1207106,1021,16522,3279
"4414",2020-09-24,"SD",20097,NA,161564,181661,463,1529,210
"4415",2020-09-24,"TN",187544,6751,2541844,2729388,835,16045,2310
"4416",2020-09-24,"TX",723919,NA,5136914,5860833,4320,120159,15267
"4417",2020-09-24,"UT",67119,NA,711293,998113,1198,12022,444
"4418",2020-09-24,"VA",143492,7044,1816517,1952965,902,30359,3113
"4419",2020-09-24,"VI",1290,NA,18534,19824,12,206,19
"4420",2020-09-24,"VT",1727,3,155054,261733,2,3662,58
"4421",2020-09-24,"WA",83702,NA,1659594,1743296,509,2397,2081
"4422",2020-09-24,"WI",114700,6376,1371070,2192451,2478,31123,1275
"4423",2020-09-24,"WV",14706,367,514319,529025,202,3445,325
"4424",2020-09-24,"WY",5305,817,91335,162653,136,2923,50
"4425",2020-09-23,"AK",7063,NA,426135,433198,76,2007,45
"4426",2020-09-23,"AL",147153,14701,938451,1070903,569,5350,2488
"4427",2020-09-23,"AR",77963,2317,831301,906947,982,8950,1229
"4428",2020-09-23,"AS",0,NA,1571,1571,0,0,0
"4429",2020-09-23,"AZ",215284,4364,1194582,2085450,438,21703,5525
"4430",2020-09-23,"CA",787470,NA,13091953,13879423,3146,75368,15204
"4431",2020-09-23,"CO",66669,4686,786923,1245745,616,13457,2030
"4432",2020-09-23,"CT",56315,2346,1433583,1489898,155,10074,4497
"4433",2020-09-23,"DC",15050,NA,348398,363448,29,1815,621
"4434",2020-09-23,"DE",19830,1032,256214,411330,69,1428,629
"4435",2020-09-23,"FL",682370,15029,4465481,7674776,2594,48926,13782
"4436",2020-09-23,"GA",309678,NA,2493537,2803215,1457,19788,6773
"4437",2020-09-23,"GU",2235,0,45016,47251,45,423,37
"4438",2020-09-23,"HI",11681,159,272547,385252,63,3079,120
"4439",2020-09-23,"IA",79923,NA,651930,731853,1036,6771,1294
"4440",2020-09-23,"ID",38347,3242,257054,292159,446,1248,451
"4441",2020-09-23,"IL",281312,2198,4952493,5233805,1848,46391,8744
"4442",2020-09-23,"IN",113337,NA,1209482,1983626,711,31028,3530
"4443",2020-09-23,"KS",55226,NA,437055,492281,1267,7590,621
"4444",2020-09-23,"KY",63517,7363,1160625,1216779,786,148313,1124
"4445",2020-09-23,"LA",163869,1224,2056140,2220009,616,13035,5407
"4446",2020-09-23,"MA",128512,2104,1999432,3557548,543,80869,9347
"4447",2020-09-23,"MD",121297,NA,1430808,2441225,385,19158,3902
"4448",2020-09-23,"ME",5171,528,380864,386035,25,10603,140
"4449",2020-09-23,"MI",131259,12644,3293848,3425107,902,34229,7013
"4450",2020-09-23,"MN",92100,NA,1231851,1873867,678,10173,2037
"4451",2020-09-23,"MO",116946,NA,1127617,1633863,1580,5540,1947
"4452",2020-09-23,"MP",69,NA,14776,14845,0,460,2
"4453",2020-09-23,"MS",94573,6671,622138,716711,552,4210,2870
"4454",2020-09-23,"MT",10912,NA,306248,317160,212,3151,165
"4455",2020-09-23,"NC",196501,NA,2645926,2842427,952,17498,3316
"4456",2020-09-23,"ND",18945,2,212871,575479,472,6939,206
"4457",2020-09-23,"NE",41785,NA,389317,580140,397,3696,461
"4458",2020-09-23,"NH",8007,NA,236482,413391,17,2925,438
"4459",2020-09-23,"NJ",200988,NA,3221759,3422747,408,25098,16078
"4460",2020-09-23,"NM",27987,NA,850419,878406,197,6075,857
"4461",2020-09-23,"NV",76807,NA,595117,981810,509,10629,1556
"4462",2020-09-23,"NY",451892,NA,9683800,10135692,665,70930,25437
"4463",2020-09-23,"OH",146753,8041,2784446,2931199,903,42412,4687
"4464",2020-09-23,"OK",80161,NA,1034165,1114326,1089,12487,970
"4465",2020-09-23,"OR",31503,1555,614622,1025605,190,8222,538
"4466",2020-09-23,"PA",152544,4682,1790412,1942956,898,13394,8062
"4467",2020-09-23,"PR",20439,NA,305972,326411,40,40,617
"4468",2020-09-23,"RI",24177,NA,300943,706578,133,9770,1102
"4469",2020-09-23,"SC",141686,3515,1048898,1190584,897,18100,3262
"4470",2020-09-23,"SD",19634,NA,160498,180132,445,1786,202
"4471",2020-09-23,"TN",186709,6626,2526634,2713343,1561,21939,2275
"4472",2020-09-23,"TX",719599,NA,5021075,5740674,3392,72942,15129
"4473",2020-09-23,"UT",65921,NA,703989,986091,877,10880,444
"4474",2020-09-23,"VA",142590,6964,1786980,1922606,580,11026,3089
"4475",2020-09-23,"VI",1278,NA,18340,19618,2,154,19
"4476",2020-09-23,"VT",1725,3,154189,258071,1,1602,58
"4477",2020-09-23,"WA",83193,NA,1657706,1740899,0,0,2070
"4478",2020-09-23,"WI",112222,6290,1360183,2161328,1895,21641,1268
"4479",2020-09-23,"WV",14504,344,511076,525580,120,2911,319
"4480",2020-09-23,"WY",5169,801,89824,159730,153,2750,50
"4481",2020-09-22,"AK",6987,NA,424204,431191,57,2546,45
"4482",2020-09-22,"AL",146584,14596,933565,1065553,804,6036,2457
"4483",2020-09-22,"AR",76981,2209,823225,897997,617,6473,1209
"4484",2020-09-22,"AS",0,NA,1571,1571,0,0,0
"4485",2020-09-22,"AZ",214846,4236,1185808,2063747,595,21299,5498
"4486",2020-09-22,"CA",784324,NA,13019731,13804055,2630,131273,15071
"4487",2020-09-22,"CO",66053,4659,779058,1232288,654,13151,2025
"4488",2020-09-22,"CT",56160,2346,1423664,1479824,136,12058,4496
"4489",2020-09-22,"DC",15021,NA,346612,361633,43,3889,621
"4490",2020-09-22,"DE",19761,1028,255076,409902,94,3412,628
"4491",2020-09-22,"FL",679776,14582,4444433,7625850,2414,40522,13579
"4492",2020-09-22,"GA",308221,NA,2475206,2783427,882,12564,6677
"4493",2020-09-22,"GU",2190,0,44638,46828,43,474,37
"4494",2020-09-22,"HI",11618,159,271121,382173,56,1865,120
"4495",2020-09-22,"IA",78887,NA,646195,725082,548,3487,1286
"4496",2020-09-22,"ID",37901,3160,256170,290911,410,1748,447
"4497",2020-09-22,"IL",279464,2198,4907950,5187414,1531,41829,8722
"4498",2020-09-22,"IN",112626,NA,1202814,1952598,599,27439,3520
"4499",2020-09-22,"KS",53959,NA,430732,484691,0,0,600
"4500",2020-09-22,"KY",62731,7154,1012889,1068466,814,9983,1119
"4501",2020-09-22,"LA",163253,1039,2043721,2206974,752,21182,5386
"4502",2020-09-22,"MA",127969,2103,1979312,3476679,173,40518,9328
"4503",2020-09-22,"MD",120912,NA,1423102,2422067,344,14449,3895
"4504",2020-09-22,"ME",5146,529,370286,375432,40,40,140
"4505",2020-09-22,"MI",130357,12447,3260521,3390878,695,20211,6997
"4506",2020-09-22,"MN",91422,NA,1226011,1863694,480,8386,2031
"4507",2020-09-22,"MO",115366,NA,1126383,1628323,1059,35348,1864
"4508",2020-09-22,"MP",69,NA,14316,14385,0,0,2
"4509",2020-09-22,"MS",94021,6492,618480,712501,465,5595,2846
"4510",2020-09-22,"MT",10700,NA,303309,314009,271,2747,163
"4511",2020-09-22,"NC",195549,NA,2629380,2824929,1168,7390,3286
"4512",2020-09-22,"ND",18473,2,211562,568540,264,2697,199
"4513",2020-09-22,"NE",41388,NA,386658,576444,305,4420,452
"4514",2020-09-22,"NH",7990,NA,235537,410466,38,3133,438
"4515",2020-09-22,"NJ",200580,NA,3197069,3397649,426,44466,16070
"4516",2020-09-22,"NM",27790,NA,844541,872331,107,5648,854
"4517",2020-09-22,"NV",76298,NA,592776,971181,262,7706,1546
"4518",2020-09-22,"NY",451227,NA,9613535,10064762,754,83997,25432
"4519",2020-09-22,"OH",145850,7962,2742937,2888787,685,32626,4635
"4520",2020-09-22,"OK",79072,NA,1022767,1101839,1164,28234,962
"4521",2020-09-22,"OR",31313,1533,611268,1017383,318,9702,532
"4522",2020-09-22,"PA",151646,4576,1777916,1929562,834,11569,8023
"4523",2020-09-22,"PR",20399,NA,305972,326371,88,88,613
"4524",2020-09-22,"RI",24044,NA,298347,696808,112,6527,1099
"4525",2020-09-22,"SC",140789,3383,1031695,1172484,2665,28366,3243
"4526",2020-09-22,"SD",19189,NA,159157,178346,320,1323,202
"4527",2020-09-22,"TN",185148,6389,2506256,2691404,739,11998,2261
"4528",2020-09-22,"TX",716207,NA,4951525,5667732,17820,45234,14994
"4529",2020-09-22,"UT",65044,NA,697315,975211,650,8162,443
"4530",2020-09-22,"VA",142010,6909,1776479,1911580,872,12943,3060
"4531",2020-09-22,"VI",1276,NA,18188,19464,7,152,19
"4532",2020-09-22,"VT",1724,3,153827,256469,2,953,58
"4533",2020-09-22,"WA",83193,NA,1657706,1740899,645,4343,2070
"4534",2020-09-22,"WI",110327,6157,1348492,2139687,1739,18473,1259
"4535",2020-09-22,"WV",14384,340,508285,522669,213,3153,317
"4536",2020-09-22,"WY",5016,785,89824,156980,72,3087,49
"4537",2020-09-21,"AK",6930,NA,421715,428645,70,1720,45
"4538",2020-09-21,"AL",145780,14375,928112,1059517,818,5500,2439
"4539",2020-09-21,"AR",76364,2078,817238,891524,641,7540,1197
"4540",2020-09-21,"AS",0,NA,1571,1571,0,0,0
"4541",2020-09-21,"AZ",214251,4335,1176711,2042448,233,7122,5478
"4542",2020-09-21,"CA",781694,NA,12891088,13672782,3294,149624,15018
"4543",2020-09-21,"CO",65399,4607,773485,1219137,542,10712,2018
"4544",2020-09-21,"CT",56024,2332,1411742,1467766,497,45618,4495
"4545",2020-09-21,"DC",14978,NA,342766,357744,23,2600,621
"4546",2020-09-21,"DE",19667,1019,253546,406490,101,3461,627
"4547",2020-09-21,"FL",677362,14190,4427821,7585328,1671,38280,13480
"4548",2020-09-21,"GA",307339,NA,2463524,2770863,1184,20041,6604
"4549",2020-09-21,"GU",2147,0,44207,46354,30,396,35
"4550",2020-09-21,"HI",11562,159,270015,380308,77,3654,120
"4551",2020-09-21,"IA",78339,NA,643256,721595,660,3316,1274
"4552",2020-09-21,"ID",37491,3123,254795,289163,244,2333,443
"4553",2020-09-21,"IL",277933,2198,4867652,5145585,1477,38234,8693
"4554",2020-09-21,"IN",112027,NA,1196618,1925159,522,4272,3512
"4555",2020-09-21,"KS",53959,NA,430732,484691,1674,9942,600
"4556",2020-09-21,"KY",61917,6921,1003487,1058483,375,10488,1112
"4557",2020-09-21,"LA",162501,1039,2023291,2185792,243,6793,5375
"4558",2020-09-21,"MA",127796,2073,1970320,3436161,256,36649,9317
"4559",2020-09-21,"MD",120568,NA,1417061,2407618,412,17349,3883
"4560",2020-09-21,"ME",5106,520,370286,375392,27,1254,140
"4561",2020-09-21,"MI",129662,12256,3241005,3370667,1575,52198,6981
"4562",2020-09-21,"MN",90942,NA,1221995,1855308,925,16916,2021
"4563",2020-09-21,"MO",114307,NA,1105252,1592975,1463,8991,1807
"4564",2020-09-21,"MP",69,NA,14316,14385,1,1,2
"4565",2020-09-21,"MS",93556,6396,613350,706906,192,3743,2810
"4566",2020-09-21,"MT",10429,NA,300833,311262,130,8449,160
"4567",2020-09-21,"NC",194381,NA,2623158,2817539,800,12721,3247
"4568",2020-09-21,"ND",18209,2,211267,565843,284,3244,196
"4569",2020-09-21,"NE",41083,NA,384733,572024,286,3667,442
"4570",2020-09-21,"NH",7952,NA,234290,407333,5,5644,438
"4571",2020-09-21,"NJ",200154,NA,3153029,3353183,392,392,16063
"4572",2020-09-21,"NM",27683,NA,839000,866683,104,3784,851
"4573",2020-09-21,"NV",76036,NA,590756,963475,232,2104,1531
"4574",2020-09-21,"NY",450473,NA,9530292,9980765,573,58319,25428
"4575",2020-09-21,"OH",145165,7856,2710996,2856161,856,30864,4623
"4576",2020-09-21,"OK",77908,NA,995697,1073605,1101,1101,948
"4577",2020-09-21,"OR",30995,1514,607803,1007681,194,4482,529
"4578",2020-09-21,"PA",150812,4531,1767181,1917993,234,9083,8004
"4579",2020-09-21,"PR",20311,NA,305972,326283,242,242,609
"4580",2020-09-21,"RI",23932,NA,296634,690281,52,2136,1097
"4581",2020-09-21,"SC",138124,3240,1005994,1144118,416,11523,3212
"4582",2020-09-21,"SD",18869,NA,158154,177023,173,670,202
"4583",2020-09-21,"TN",184409,6219,2494997,2679406,895,12280,2233
"4584",2020-09-21,"TX",698387,NA,4924111,5622498,9853,29010,14917
"4585",2020-09-21,"UT",64394,NA,691696,967049,622,5991,441
"4586",2020-09-21,"VA",141138,6837,1764336,1898637,627,16609,3021
"4587",2020-09-21,"VI",1269,NA,18043,19312,0,0,19
"4588",2020-09-21,"VT",1722,3,153317,255516,4,4416,58
"4589",2020-09-21,"WA",82548,NA,1654008,1736556,349,13516,2037
"4590",2020-09-21,"WI",108588,6090,1337627,2121214,1296,16994,1252
"4591",2020-09-21,"WV",14171,341,505345,519516,117,5212,312
"4592",2020-09-21,"WY",4944,755,89187,153893,73,3817,49
"4593",2020-09-20,"AK",6860,NA,420065,426925,108,4075,45
"4594",2020-09-20,"AL",144962,14311,923366,1054017,798,5595,2437
"4595",2020-09-20,"AR",75723,2033,810294,883984,563,17549,1181
"4596",2020-09-20,"AS",0,NA,1571,1571,0,0,0
"4597",2020-09-20,"AZ",214018,4317,1169906,2035326,467,8384,5476
"4598",2020-09-20,"CA",778400,NA,12744758,13523158,4265,179272,14987
"4599",2020-09-20,"CO",64857,4601,767852,1208425,501,13046,2014
"4600",2020-09-20,"CT",55527,2309,1366621,1422148,0,0,4492
"4601",2020-09-20,"DC",14955,NA,340189,355144,53,4267,620
"4602",2020-09-20,"DE",19566,1019,251855,403029,117,2640,621
"4603",2020-09-20,"FL",675691,14185,4411335,7547048,2497,53474,13459
"4604",2020-09-20,"GA",306155,NA,2444667,2750822,1134,15433,6602
"4605",2020-09-20,"GU",2117,0,43841,45958,0,0,34
"4606",2020-09-20,"HI",11485,159,268523,376654,109,9252,120
"4607",2020-09-20,"IA",77679,NA,640600,718279,621,4504,1265
"4608",2020-09-20,"ID",37247,3098,252681,286830,288,1693,441
"4609",2020-09-20,"IL",276456,2198,4830895,5107351,1402,48011,8686
"4610",2020-09-20,"IN",111505,NA,1190435,1920887,746,6438,3506
"4611",2020-09-20,"KS",52285,NA,422464,474749,0,0,596
"4612",2020-09-20,"KY",61542,6847,993670,1047995,436,0,1111
"4613",2020-09-20,"LA",162258,1039,2016741,2178999,936,32013,5366
"4614",2020-09-20,"MA",127540,2061,1959741,3399512,359,62220,9310
"4615",2020-09-20,"MD",120156,NA,1409320,2390269,412,28886,3879
"4616",2020-09-20,"ME",5079,517,369059,374138,44,2951,139
"4617",2020-09-20,"MI",128087,12217,3190382,3318469,0,0,6969
"4618",2020-09-20,"MN",90017,NA,1213458,1838392,1296,22618,2017
"4619",2020-09-20,"MO",112844,NA,1099664,1583984,1328,12982,1795
"4620",2020-09-20,"MP",68,NA,14316,14384,6,6,2
"4621",2020-09-20,"MS",93364,6319,609799,703163,277,277,2810
"4622",2020-09-20,"MT",10299,NA,292514,302813,136,1973,157
"4623",2020-09-20,"NC",193581,NA,2611237,2804818,1333,33798,3243
"4624",2020-09-20,"ND",17925,2,210297,562599,352,5737,195
"4625",2020-09-20,"NE",40797,NA,382563,568357,410,5017,442
"4626",2020-09-20,"NH",7947,NA,232454,401689,27,8523,438
"4627",2020-09-20,"NJ",199762,NA,3153029,3352791,453,60414,16061
"4628",2020-09-20,"NM",27579,NA,835320,862899,67,5443,849
"4629",2020-09-20,"NV",75804,NA,589380,961371,385,3170,1531
"4630",2020-09-20,"NY",449900,NA,9472546,9922446,862,100355,25427
"4631",2020-09-20,"OH",144309,7804,2680988,2825297,762,36602,4615
"4632",2020-09-20,"OK",76807,NA,995697,1072504,1003,1003,946
"4633",2020-09-20,"OR",30801,1471,605268,1003199,202,4544,526
"4634",2020-09-20,"PA",150578,4521,1758332,1908910,733,12785,7981
"4635",2020-09-20,"PR",20069,NA,305972,326041,262,262,608
"4636",2020-09-20,"RI",23880,NA,295923,688145,82,8291,1094
"4637",2020-09-20,"SC",137708,3214,994887,1132595,468,9330,3199
"4638",2020-09-20,"SD",18696,NA,157657,176353,252,1132,202
"4639",2020-09-20,"TN",183514,6120,2483612,2667126,2075,40039,2218
"4640",2020-09-20,"TX",688534,NA,4904954,5593488,2466,30312,14893
"4641",2020-09-20,"UT",63772,NA,688333,961058,920,8991,440
"4642",2020-09-20,"VA",140511,6789,1748306,1882028,856,15362,3015
"4643",2020-09-20,"VI",1269,NA,18043,19312,27,358,19
"4644",2020-09-20,"VT",1718,3,152483,251100,5,4787,58
"4645",2020-09-20,"WA",82199,NA,1640841,1723040,597,18370,2037
"4646",2020-09-20,"WI",107292,6065,1332102,2104220,1735,19808,1250
"4647",2020-09-20,"WV",14054,337,500250,514304,180,4818,310
"4648",2020-09-20,"WY",4871,747,87560,150076,91,274,49
"4649",2020-09-19,"AK",6752,NA,416098,422850,94,4557,45
"4650",2020-09-19,"AL",144164,14190,918448,1048422,1301,9412,2437
"4651",2020-09-19,"AR",75160,2019,794097,866435,1078,0,1173
"4652",2020-09-19,"AS",0,NA,1571,1571,0,0,0
"4653",2020-09-19,"AZ",213551,4253,1159608,2026942,609,15973,5467
"4654",2020-09-19,"CA",774135,NA,12569751,13343886,4304,166700,14912
"4655",2020-09-19,"CO",64356,4574,761346,1195379,606,13550,2013
"4656",2020-09-19,"CT",55527,2309,1366621,1422148,0,0,4492
"4657",2020-09-19,"DC",14902,NA,335975,350877,50,3759,619
"4658",2020-09-19,"DE",19449,1020,250262,400389,83,3083,621
"4659",2020-09-19,"FL",673194,14047,4387321,7493574,3510,78220,13450
"4660",2020-09-19,"GA",305021,NA,2430368,2735389,2284,33437,6599
"4661",2020-09-19,"GU",2117,0,43841,45958,43,305,34
"4662",2020-09-19,"HI",11376,159,268523,367402,137,6975,120
"4663",2020-09-19,"IA",77058,NA,636717,713775,847,5744,1264
"4664",2020-09-19,"ID",36959,3058,251236,285137,470,2615,438
"4665",2020-09-19,"IL",275054,2198,4784286,5059340,2529,74286,8672
"4666",2020-09-19,"IN",110759,NA,1181856,1914449,1076,22051,3503
"4667",2020-09-19,"KS",52285,NA,422464,474749,0,0,596
"4668",2020-09-19,"KY",61106,6781,993670,1047995,978,2763,1108
"4669",2020-09-19,"LA",161322,1039,1985664,2146986,0,0,5340
"4670",2020-09-19,"MA",127181,2042,1942682,3337292,599,72419,9295
"4671",2020-09-19,"MD",119744,NA,1399060,2361383,682,37131,3876
"4672",2020-09-19,"ME",5035,513,366152,371187,30,6763,139
